AuctionID,Category,Duration,OpenPrice,ClosePrice,endDay
423,Automotive,7,9.99,9.99,Sat
427,Automotive,5,39.5,39.5,Tue
440,Automotive,3,0.99,0.99,Sat
441,Automotive,3,22,22,Sat
442,Automotive,5,29,29,Mon
486,Automotive,5,19.99,19.99,Tue
487,Automotive,5,15.99,15.99,Tue
488,Automotive,5,9.99,9.99,Tue
527,Automotive,10,100,100,Sun
528,Automotive,3,9.99,202.5,Sun
541,Automotive,7,24.99,24.99,Tue
578,Automotive,7,134,134,Tue
579,Automotive,7,128,128,Tue
580,Automotive,7,128,128,Tue
581,Automotive,7,117,117,Tue
582,Automotive,7,90,90,Tue
583,Automotive,7,89,89,Tue
584,Automotive,7,42,42,Tue
585,Automotive,7,35.99,35.99,Tue
586,Automotive,5,108,108,Sun
587,Automotive,5,89.95,89.95,Sun
588,Automotive,5,85,85,Sun
589,Automotive,5,83.95,83.95,Sun
590,Automotive,5,65.95,65.95,Sun
591,Automotive,5,30.95,30.95,Sun
592,Automotive,7,132,135,Mon
593,Automotive,7,76.5,76.5,Mon
594,Automotive,7,18.99,18.99,Mon
615,Automotive,7,14.26,14.26,Thu
616,Automotive,7,14.26,14.26,Thu
617,Automotive,7,8.909999999,8.909999999,Thu
710,Automotive,5,6.99,6.99,Mon
711,Automotive,7,19.95,157.54,Fri
744,Automotive,5,1.99,2.24,Sun
802,Automotive,3,38.99,38.99,Sun
803,Automotive,3,38.99,38.99,Sun
804,Automotive,3,38.99,38.99,Sun
805,Automotive,3,33.95,38.95,Sun
806,Automotive,3,33.95,33.95,Sun
807,Automotive,3,33.95,33.95,Sun
808,Automotive,3,33.95,33.95,Sat
809,Automotive,3,22,22.5,Fri
810,Automotive,3,18,18,Fri
849,Automotive,5,199,229.5,Sun
850,Automotive,5,82.95,93,Sun
851,Automotive,5,82.95,86,Sun
852,Automotive,5,82.95,82.95,Sun
853,Automotive,5,65,74,Sun
854,Automotive,3,169,169,Fri
855,Automotive,3,119,122.5,Fri
856,Automotive,3,119,121.5,Fri
857,Automotive,3,99.95,99.95,Fri
858,Automotive,3,99.95,99.95,Fri
859,Automotive,3,89.95,99.09,Fri
860,Automotive,3,95,95,Fri
861,Automotive,3,89.95,89.95,Fri
862,Automotive,3,89.95,89.95,Fri
863,Automotive,3,89.95,89.95,Fri
864,Automotive,3,89.95,89.95,Fri
865,Automotive,3,89.95,89.95,Fri
866,Automotive,3,79,79,Fri
867,Automotive,3,59.95,59.95,Fri
868,Automotive,3,49.95,49.95,Fri
893,Automotive,3,1.99,1.99,Sat
894,Automotive,7,0.01,2.31,Tue
895,Automotive,7,0.01,0.01,Tue
896,Automotive,7,0.01,0.01,Tue
897,Automotive,7,0.01,0.01,Tue
898,Automotive,7,0.01,0.01,Tue
899,Automotive,7,0.01,0.01,Tue
900,Automotive,7,0.01,0.01,Tue
906,Automotive,3,67.95,67.95,Sat
1099,Automotive,7,35,35,Tue
1100,Automotive,7,32,32,Mon
1101,Automotive,3,15,15,Fri
1154,Automotive,10,2.45,2.45,Mon
1173,Automotive,1,8.87,8.87,Fri
1174,Automotive,3,9.99,51,Sun
1175,Automotive,3,0.99,30.99,Sun
1180,Automotive,7,9.99,9.99,Mon
1196,Automotive,3,57,57,Sat
1197,Automotive,3,39.5,39.5,Sat
1198,Automotive,3,21,21,Sat
1199,Automotive,3,21,21,Sat
1200,Automotive,3,19.5,19.5,Sat
1201,Automotive,3,18,18.5,Sat
1202,Automotive,3,18,18,Sat
1203,Automotive,3,15,15,Sat
1204,Automotive,3,12.99,12.99,Sat
1205,Automotive,3,12.5,12.5,Sat
1206,Automotive,3,8.5,8.5,Sat
1207,Automotive,3,6,6,Sat
1208,Automotive,3,49.99,49.99,Fri
1209,Automotive,3,43.5,43.5,Fri
1210,Automotive,3,43.5,43.5,Fri
1211,Automotive,3,37.95,37.95,Fri
1212,Automotive,3,24.95,24.95,Fri
1213,Automotive,3,23,23.5,Fri
1214,Automotive,3,21,21,Fri
1215,Automotive,3,21,21,Fri
1216,Automotive,3,21,21,Fri
1217,Automotive,3,21,21,Fri
1218,Automotive,3,19,19.5,Fri
1219,Automotive,3,18.99,18.99,Fri
1220,Automotive,3,16.5,16.5,Fri
1221,Automotive,3,12,12,Fri
1222,Automotive,3,12,12,Fri
1223,Automotive,3,8.5,8.5,Fri
38,Clothing/Accessories,10,1.229333333,9.219999998,Sun
48,Clothing/Accessories,7,2.45,2.45,Sat
58,Clothing/Accessories,3,1.229655172,17.82999999,Thu
59,Clothing/Accessories,3,11.06666667,49.80000002,Sat
60,Clothing/Accessories,5,1.22962963,49.80000002,Mon
62,Clothing/Accessories,7,1.23,1.23,Thu
63,Clothing/Accessories,10,1.23,3.69,Sun
64,Clothing/Accessories,10,1.23,3.69,Sun
65,Clothing/Accessories,7,1.229638554,51.02999999,Fri
103,Clothing/Accessories,7,1.767333333,4.82,Thu
147,Clothing/Accessories,7,1.766914286,74.96000001,Thu
158,Clothing/Accessories,7,6.140000001,6.140000001,Thu
159,Clothing/Accessories,7,6.140000001,6.140000001,Thu
160,Clothing/Accessories,7,4.91,4.91,Fri
174,Clothing/Accessories,3,8.490000003,8.490000003,Thu
177,Clothing/Accessories,7,12.17526315,49.06999998,Wed
178,Clothing/Accessories,7,12.17526315,49.06999998,Wed
179,Clothing/Accessories,7,12.17468227,36.76999999,Wed
180,Clothing/Accessories,7,12.1749375,118.06,Tue
181,Clothing/Accessories,7,12.17489362,98.26,Tue
182,Clothing/Accessories,7,12.17376362,73.35,Tue
183,Clothing/Accessories,7,12.17505883,62.72000002,Tue
184,Clothing/Accessories,7,12.17373627,55.95000002,Tue
185,Clothing/Accessories,7,12.17506964,44.15,Tue
186,Clothing/Accessories,7,12.17541445,43.77000001,Tue
187,Clothing/Accessories,7,12.17468227,36.76999999,Tue
188,Clothing/Accessories,7,12.17468227,36.76999999,Tue
189,Clothing/Accessories,7,12.17468227,36.76999999,Tue
190,Clothing/Accessories,7,6.025622492,30.62000001,Tue
191,Clothing/Accessories,5,12.174,81.16000002,Mon
192,Clothing/Accessories,5,12.1737541,75.00999999,Mon
193,Clothing/Accessories,5,12.17419032,73.66000002,Mon
194,Clothing/Accessories,5,12.1751927,60.62999999,Mon
195,Clothing/Accessories,5,12.17373627,55.95000002,Mon
196,Clothing/Accessories,5,12.17526315,49.06999998,Mon
197,Clothing/Accessories,5,12.17560563,43.66,Mon
204,Clothing/Accessories,10,2.446373333,9.219999998,Fri
232,Clothing/Accessories,7,1.229861467,23.96999999,Sun
238,Clothing/Accessories,7,12.28574118,31.36000001,Sat
239,Clothing/Accessories,10,6.024697985,18.31999999,Tue
240,Clothing/Accessories,10,1.23,1.23,Tue
245,Clothing/Accessories,7,3.6777,6.15,Thu
248,Clothing/Accessories,7,3.680000001,3.680000001,Sat
277,Clothing/Accessories,7,6.136612953,41.21000001,Thu
284,Clothing/Accessories,10,2.446973314,35.01999999,Sun
285,Clothing/Accessories,10,2.447162163,45.50000001,Sat
286,Clothing/Accessories,10,2.446992095,31.11000001,Sat
293,Clothing/Accessories,5,4.99,7.25,Sat
307,Clothing/Accessories,7,1.23,22.14,Wed
308,Clothing/Accessories,5,1.229677419,19.05999999,Mon
328,Clothing/Accessories,10,2.447301705,16.59,Thu
329,Clothing/Accessories,10,2.44372,3.07,Thu
344,Clothing/Accessories,5,1.229750779,110.53,Thu
345,Clothing/Accessories,10,1.229850746,41.19999999,Sun
346,Clothing/Accessories,5,1.229741379,142.65,Mon
347,Clothing/Accessories,5,1.229713293,141.54,Mon
348,Clothing/Accessories,7,1.229866667,46.12000001,Mon
349,Clothing/Accessories,7,1.22969697,40.58000001,Mon
350,Clothing/Accessories,7,1.229846154,39.97000001,Mon
351,Clothing/Accessories,7,1.229836066,37.51000001,Mon
352,Clothing/Accessories,7,1.229830508,36.27999999,Mon
353,Clothing/Accessories,7,1.229818182,33.82000001,Mon
371,Clothing/Accessories,10,43.04222223,166.02,Tue
444,Clothing/Accessories,3,18.99,18.99,Sun
469,Clothing/Accessories,10,9.83840504,23.44000001,Wed
470,Clothing/Accessories,10,9.84,22.14,Wed
477,Clothing/Accessories,5,1.23,1.23,Sat
490,Clothing/Accessories,7,2.99,15.5,Fri
521,Clothing/Accessories,3,9.99,86,Sun
522,Clothing/Accessories,10,12.23426065,24.53,Sat
525,Clothing/Accessories,7,7.38,19.68,Tue
526,Clothing/Accessories,10,4.92,17.22,Fri
542,Clothing/Accessories,7,11.07,23.37,Wed
543,Clothing/Accessories,7,6.135136757,18.43,Wed
544,Clothing/Accessories,7,6.135136757,18.43,Tue
545,Clothing/Accessories,7,6.135136757,18.43,Tue
548,Clothing/Accessories,10,1.229714286,21.52000001,Wed
576,Clothing/Accessories,7,11.07,11.07,Thu
577,Clothing/Accessories,5,1.229658428,44.27999999,Sun
595,Clothing/Accessories,10,12.24,12.24,Wed
596,Clothing/Accessories,10,12.24,12.24,Wed
597,Clothing/Accessories,10,12.24,12.24,Wed
598,Clothing/Accessories,10,11.01,11.01,Wed
599,Clothing/Accessories,10,6.085685618,18.38,Tue
600,Clothing/Accessories,10,6.085685618,18.38,Tue
601,Clothing/Accessories,10,6.085685618,18.38,Tue
602,Clothing/Accessories,10,12.24,12.24,Tue
603,Clothing/Accessories,10,6.086174495,27.47999999,Thu
604,Clothing/Accessories,10,12.24,12.24,Thu
605,Clothing/Accessories,10,12.24,12.24,Thu
606,Clothing/Accessories,10,12.24,12.24,Thu
607,Clothing/Accessories,10,12.24,12.24,Thu
608,Clothing/Accessories,10,12.24,12.24,Thu
609,Clothing/Accessories,10,12.24,12.24,Sun
610,Clothing/Accessories,10,9.779999998,9.779999998,Sun
668,Clothing/Accessories,7,1.22971831,87.31000001,Thu
690,Clothing/Accessories,7,12.28385192,24.57999999,Wed
691,Clothing/Accessories,7,1.230113636,4.329999999,Wed
713,Clothing/Accessories,5,6.14814815,49.80000002,Sat
714,Clothing/Accessories,7,9.159999997,9.159999997,Sat
715,Clothing/Accessories,5,6.086065575,7.500000002,Mon
716,Clothing/Accessories,5,6.024697985,18.31999999,Fri
717,Clothing/Accessories,5,3.56681128,17.01,Fri
718,Clothing/Accessories,5,2.447445863,22.15,Tue
837,Clothing/Accessories,7,24.99,60,Tue
842,Clothing/Accessories,7,0.535304348,20.52,Thu
846,Clothing/Accessories,7,1.77,1.77,Thu
1041,Clothing/Accessories,10,2.46,14.76,Thu
1042,Clothing/Accessories,10,12.3,12.3,Thu
1068,Clothing/Accessories,7,8.99,8.99,Sun
1074,Clothing/Accessories,7,6.99,6.99,Sun
1077,Clothing/Accessories,7,3.99,3.99,Sun
1090,Clothing/Accessories,10,3.68909091,40.58000001,Sat
1091,Clothing/Accessories,10,2.459833796,35.52000001,Sat
1103,Clothing/Accessories,10,6.136093834,67.61999998,Thu
1128,Clothing/Accessories,7,9.99,9.99,Sat
1129,Clothing/Accessories,7,9.99,9.99,Sat
1130,Clothing/Accessories,7,9.99,9.99,Fri
1,Collectibles,5,0.01,112.52,Tue
2,Collectibles,5,0.01,61.05,Tue
3,Collectibles,5,0.01,52.02,Tue
4,Collectibles,5,0.01,46.02,Tue
5,Collectibles,5,0.01,26,Tue
6,Collectibles,5,0.01,20.7,Tue
9,Collectibles,5,0.01,188.33,Fri
10,Collectibles,5,0.01,43,Fri
11,Collectibles,5,0.01,23.65,Fri
12,Collectibles,5,0.01,22,Fri
16,Collectibles,5,19.99,77,Sun
34,Collectibles,7,10.70758928,31.97999999,Thu
35,Collectibles,7,2.678181818,9.819999998,Thu
36,Collectibles,7,7.14,7.14,Thu
43,Collectibles,10,1.22970297,124.2,Sat
44,Collectibles,5,0.99,103.55,Mon
102,Collectibles,3,5.99,5.99,Sun
104,Collectibles,7,3.99,11.5,Sat
107,Collectibles,7,1.784490961,37.51,Thu
110,Collectibles,7,1.784029038,9.829999999,Thu
114,Collectibles,10,1.229686791,54.18000001,Tue
137,Collectibles,1,9.99,31.01,Fri
199,Collectibles,5,6,21.33,Sun
200,Collectibles,7,1.229411765,10.45,Thu
201,Collectibles,7,1.22962963,16.60000001,Fri
202,Collectibles,7,1.229333333,9.219999998,Fri
203,Collectibles,7,1.228571429,4.300000002,Fri
230,Collectibles,7,1.23,3.69,Wed
231,Collectibles,7,2.4477,12.3,Sat
257,Collectibles,7,2,122.5,Mon
258,Collectibles,7,3.99,5.5,Sun
270,Collectibles,7,9.99,20.39,Tue
271,Collectibles,7,9.99,66,Mon
275,Collectibles,7,0.99,232.5,Sat
281,Collectibles,7,5,74.75,Sat
282,Collectibles,7,5,36,Sat
295,Collectibles,5,2.44830303,4.059999999,Fri
298,Collectibles,10,1.229090909,6.76,Wed
299,Collectibles,7,1.229802513,27.39999999,Sun
306,Collectibles,3,2.5,2.5,Sun
316,Collectibles,3,6.15,6.15,Thu
318,Collectibles,7,6.14761905,25.82000001,Fri
319,Collectibles,7,6.145454545,6.76,Fri
321,Collectibles,10,10.95387097,13.72,Thu
322,Collectibles,7,9.99,16.5,Sun
323,Collectibles,7,8.99,15.5,Sun
324,Collectibles,7,9.99,10.75,Sun
332,Collectibles,7,9.99,17.5,Sun
333,Collectibles,10,2.45,2.45,Sun
334,Collectibles,10,2.45,2.45,Sun
335,Collectibles,10,2.447441559,9.470000001,Mon
336,Collectibles,10,2.447232376,9.42,Mon
337,Collectibles,10,2.446558604,4.93,Mon
338,Collectibles,10,2.45,2.45,Mon
339,Collectibles,10,2.45,2.45,Mon
340,Collectibles,10,2.45,2.45,Mon
341,Collectibles,10,2.45,2.45,Mon
355,Collectibles,3,9.99,9.99,Sun
369,Collectibles,3,20,20,Sat
424,Collectibles,7,9.99,163,Sun
425,Collectibles,7,24.99,32.03,Mon
426,Collectibles,10,6.136180201,38.75999999,Fri
435,Collectibles,3,1,1,Sat
467,Collectibles,10,4,6.05,Sat
472,Collectibles,5,219,219,Sat
479,Collectibles,10,2.45,2.45,Mon
480,Collectibles,10,2.45,2.45,Mon
482,Collectibles,3,1.230145867,7.589999999,Fri
489,Collectibles,3,9.99,87.67,Sat
492,Collectibles,7,9.99,285,Sun
493,Collectibles,7,9.99,75,Sun
494,Collectibles,7,9.99,33.5,Sun
495,Collectibles,7,9.99,33.25,Sun
496,Collectibles,7,9.99,26,Sun
497,Collectibles,7,9.99,21.61,Sun
498,Collectibles,7,9.99,10.5,Sun
499,Collectibles,7,9.99,9.99,Sun
500,Collectibles,7,6.75,27.78,Mon
510,Collectibles,7,199.99,199.99,Mon
529,Collectibles,10,0.99,73.52,Sun
533,Collectibles,7,53.52,53.52,Thu
546,Collectibles,10,1.229888816,37.60999999,Wed
547,Collectibles,10,1.22978529,26.92,Wed
549,Collectibles,7,1.229686342,49.78999999,Sun
561,Collectibles,7,9.99,9.99,Sun
562,Collectibles,7,29.99,29.99,Mon
563,Collectibles,5,9.99,9.99,Mon
571,Collectibles,10,7.38,7.38,Fri
572,Collectibles,10,7.38,7.38,Fri
611,Collectibles,7,4.99,4.99,Sat
612,Collectibles,3,0.25,4.75,Sat
630,Collectibles,7,9.99,26,Sun
631,Collectibles,10,2.447627031,23.48000001,Wed
632,Collectibles,10,2.4477,3.69,Wed
633,Collectibles,10,2.447523778,37.49999999,Tue
634,Collectibles,10,2.447503525,8.719999997,Tue
635,Collectibles,10,2.446327587,7.130000001,Tue
636,Collectibles,10,2.445488889,5.530000001,Tue
637,Collectibles,10,2.4477,3.69,Tue
638,Collectibles,10,2.45,2.45,Thu
639,Collectibles,10,2.446752382,12.91000001,Mon
640,Collectibles,10,2.446752382,12.91000001,Mon
641,Collectibles,10,2.446652631,11.68,Mon
642,Collectibles,10,2.4477,9.84,Mon
643,Collectibles,10,2.446373333,9.219999998,Mon
644,Collectibles,10,2.446373333,9.219999998,Mon
645,Collectibles,10,2.447963576,7.429999998,Mon
646,Collectibles,10,2.4477,6.15,Mon
647,Collectibles,10,2.4477,6.15,Mon
648,Collectibles,10,2.4477,6.15,Mon
649,Collectibles,10,2.449735973,3.729999999,Mon
650,Collectibles,10,2.44372,3.07,Mon
651,Collectibles,10,2.445542169,3.060000001,Mon
652,Collectibles,10,2.45,2.45,Mon
653,Collectibles,10,2.45,2.45,Mon
654,Collectibles,10,2.446652631,11.68,Fri
655,Collectibles,10,2.448320952,8.280000002,Fri
694,Collectibles,1,24.99,24.99,Fri
701,Collectibles,10,1.23,1.23,Tue
702,Collectibles,10,1.23,1.23,Tue
703,Collectibles,10,1.23,1.23,Tue
705,Collectibles,7,6.15,6.15,Fri
706,Collectibles,7,6.15,6.15,Fri
712,Collectibles,7,1.766522911,6.620000001,Thu
729,Collectibles,5,7.5,9.5,Fri
730,Collectibles,5,7.5,9.01,Fri
731,Collectibles,5,7.5,8,Fri
732,Collectibles,5,7.5,7.5,Fri
733,Collectibles,5,7.5,7.5,Fri
734,Collectibles,5,7.5,7.5,Fri
735,Collectibles,5,7.5,7.5,Fri
736,Collectibles,5,7.5,7.5,Fri
737,Collectibles,5,7.5,7.5,Fri
738,Collectibles,5,7.5,7.5,Fri
739,Collectibles,5,7.5,7.5,Fri
740,Collectibles,3,0.99,22.5,Sun
746,Collectibles,10,1.23,1.23,Fri
749,Collectibles,7,11.06859206,20.44,Tue
769,Collectibles,5,6.99,9,Sun
770,Collectibles,5,6.99,6.99,Sun
771,Collectibles,5,6.99,6.99,Sun
772,Collectibles,5,6.99,6.99,Sun
773,Collectibles,5,6.99,6.99,Sun
774,Collectibles,5,6.99,6.99,Sun
780,Collectibles,3,0.99,169.87,Sat
781,Collectibles,3,0.99,115.27,Sat
782,Collectibles,3,0.99,48,Sat
783,Collectibles,3,0.99,40.56,Sat
784,Collectibles,3,0.99,36.55,Sat
785,Collectibles,3,0.99,34.06,Sat
786,Collectibles,3,0.99,33.14,Sat
787,Collectibles,5,0.99,14.5,Mon
788,Collectibles,5,0.99,0.99,Mon
792,Collectibles,7,5.99,10.01,Mon
816,Collectibles,7,3,3.25,Sat
817,Collectibles,7,2,2.75,Sat
818,Collectibles,7,2,2,Sat
819,Collectibles,7,2,2,Sat
820,Collectibles,7,2,2,Sat
821,Collectibles,7,0.99,1.25,Sat
822,Collectibles,7,0.99,0.99,Sat
823,Collectibles,7,0.99,0.99,Sat
824,Collectibles,7,0.99,0.99,Sat
825,Collectibles,7,0.99,0.99,Sat
826,Collectibles,7,2,2,Fri
827,Collectibles,7,0.99,0.99,Fri
828,Collectibles,7,5,11.12,Mon
829,Collectibles,7,5,5,Mon
830,Collectibles,7,3,3,Mon
831,Collectibles,7,2,2.34,Mon
832,Collectibles,7,2,2,Mon
836,Collectibles,10,0.99,62.99,Sat
838,Collectibles,7,24.99,24.99,Tue
1036,Collectibles,3,7,7,Sun
1040,Collectibles,3,9.99,86.04,Sat
1045,Collectibles,7,11.99,38.5,Sat
1046,Collectibles,7,11.99,16.56,Sat
1047,Collectibles,7,9.99,15.55,Sat
1048,Collectibles,7,11.99,13.05,Sat
1049,Collectibles,7,11.99,13,Sat
1050,Collectibles,7,11.99,11.99,Sat
1051,Collectibles,7,11.99,11.99,Sat
1052,Collectibles,7,11.99,11.99,Sat
1053,Collectibles,7,11.99,11.99,Sat
1054,Collectibles,7,11.99,11.99,Sat
1055,Collectibles,7,11.95,11.95,Sat
1056,Collectibles,7,9.99,9.99,Sat
1057,Collectibles,7,9.99,9.99,Sat
1058,Collectibles,7,9.42,9.42,Sat
1059,Collectibles,7,2.99,6.5,Sat
1060,Collectibles,7,2.99,5.5,Sat
1061,Collectibles,7,2.99,5.5,Sat
1062,Collectibles,7,2.99,2.99,Sat
1064,Collectibles,7,9.99,19.49,Sun
1067,Collectibles,7,9.99,9.99,Sun
1075,Collectibles,7,6.99,6.99,Sun
1078,Collectibles,7,3.99,3.99,Sun
1093,Collectibles,7,4.99,4.99,Sat
1094,Collectibles,7,4.5,4.5,Sat
1095,Collectibles,7,4.99,4.99,Fri
1097,Collectibles,5,5.99,5.99,Sun
1098,Collectibles,5,5.5,5.5,Sun
1104,Collectibles,7,3.675927636,15.97,Tue
1105,Collectibles,7,12.29,12.29,Tue
1111,Collectibles,3,16.95,31,Sat
1112,Collectibles,3,27.95,27.95,Sat
1113,Collectibles,3,14.99,15.5,Sat
1114,Collectibles,3,14.99,14.99,Sat
1115,Collectibles,3,12.99,12.99,Sat
1116,Collectibles,3,10.99,10.99,Sat
1117,Collectibles,3,16.99,16.99,Fri
1118,Collectibles,3,16.99,16.99,Fri
1119,Collectibles,3,14.99,14.99,Fri
1120,Collectibles,3,14.99,14.99,Fri
1121,Collectibles,3,10.99,10.99,Fri
1122,Collectibles,3,10.99,10.99,Fri
1142,Collectibles,10,1.23,1.23,Sun
1164,Collectibles,10,0.5,9.57,Sun
1170,Collectibles,3,19.99,25.49,Sat
1172,Collectibles,7,16.99,56,Sun
1176,Collectibles,7,2.99,2.99,Sun
1177,Collectibles,7,3.99,3.99,Sat
