AuctionID,Category,Duration,OpenPrice,ClosePrice,endDay
194,Clothing/Accessories,5,12.1751927,60.62999999,Mon
195,Clothing/Accessories,5,12.17373627,55.95000002,Mon
196,Clothing/Accessories,5,12.17526315,49.06999998,Mon
197,Clothing/Accessories,5,12.17560563,43.66,Mon
199,Collectibles,5,6,21.33,Sun
200,Collectibles,7,1.229411765,10.45,Thu
201,Collectibles,7,1.22962963,16.60000001,Fri
202,Collectibles,7,1.229333333,9.219999998,Fri
203,Collectibles,7,1.228571429,4.300000002,Fri
204,Clothing/Accessories,10,2.446373333,9.219999998,Fri
205,Music/Movie/Game,5,0.99,10.52,Sat
206,Music/Movie/Game,7,5.355,17.85,Thu
207,Music/Movie/Game,7,8.905230771,11.6,Thu
208,Music/Movie/Game,7,5.357142858,7.500000001,Thu
209,Music/Movie/Game,7,5.349999999,5.349999999,Thu
211,Music/Movie/Game,7,8.925,10.71,Thu
212,Home/Garden,7,5.533448274,17.82999999,Sun
215,Music/Movie/Game,7,8.61,8.61,Sun
216,Music/Movie/Game,7,24.59636364,33.82000001,Fri
217,Music/Movie/Game,7,2.446752382,12.91000001,Fri
218,Music/Movie/Game,7,9.84,9.84,Fri
219,Music/Movie/Game,7,2.449661971,4.369999998,Fri
220,Music/Movie/Game,7,2.444857144,4.300000002,Fri
221,Music/Movie/Game,7,2.44372,3.07,Fri
222,Music/Movie/Game,7,2.45,2.45,Fri
223,Music/Movie/Game,7,2.45,2.45,Fri
224,Music/Movie/Game,7,2.45,2.45,Fri
225,Music/Movie/Game,7,2.45,2.45,Fri
226,Automotive,5,9.95,17.55,Sun
228,Music/Movie/Game,7,1.764529412,3.03,Thu
229,Music/Movie/Game,7,1.77,1.77,Thu
230,Collectibles,7,1.23,3.69,Wed
231,Collectibles,7,2.4477,12.3,Sat
232,Clothing/Accessories,7,1.229861467,23.96999999,Sun
233,Music/Movie/Game,1,10.69,10.69,Thu
234,Home/Garden,5,1.22997416,14.28,Sat
236,Music/Movie/Game,7,17.84705882,182.04,Thu
237,Music/Movie/Game,7,17.84651163,76.74000001,Thu
238,Clothing/Accessories,7,12.28574118,31.36000001,Sat
239,Clothing/Accessories,10,6.024697985,18.31999999,Tue
240,Clothing/Accessories,10,1.23,1.23,Tue
241,Home/Garden,3,24.77,24.77,Sat
242,Music/Movie/Game,5,1.229818182,33.82000001,Sat
243,Music/Movie/Game,10,1.766522911,6.620000001,Thu
245,Clothing/Accessories,7,3.6777,6.15,Thu
246,Automotive,10,1.229712192,161.08,Sun
247,Music/Movie/Game,7,8.909999999,8.909999999,Thu
248,Clothing/Accessories,7,3.680000001,3.680000001,Sat
255,Home/Garden,5,5,5,Mon
257,Collectibles,7,2,122.5,Mon
258,Collectibles,7,3.99,5.5,Sun
259,Music/Movie/Game,10,6.140000001,6.140000001,Tue
260,Music/Movie/Game,10,4.903266667,5.530000001,Tue
261,Automotive,3,24.95,24.95,Fri
262,Automotive,3,9.95,9.95,Fri
263,Automotive,3,7.95,7.95,Fri
264,Automotive,3,6.95,6.95,Fri
265,Automotive,3,6.95,6.95,Fri
266,Automotive,5,49.95,49.95,Sun
267,Automotive,5,32.95,32.95,Sun
268,Automotive,3,11.95,11.95,Sat
270,Collectibles,7,9.99,20.39,Tue
271,Collectibles,7,9.99,66,Mon
272,Automotive,1,31,31,Fri
273,Automotive,5,1,199,Mon
274,Music/Movie/Game,10,8.909999999,8.909999999,Thu
275,Collectibles,7,0.99,232.5,Sat
277,Clothing/Accessories,7,6.136612953,41.21000001,Thu
278,Home/Garden,7,3.57,3.57,Thu
281,Collectibles,7,5,74.75,Sat
282,Collectibles,7,5,36,Sat
283,Home/Garden,5,0.99,11.5,Mon
284,Clothing/Accessories,10,2.446973314,35.01999999,Sun
285,Clothing/Accessories,10,2.447162163,45.50000001,Sat
286,Clothing/Accessories,10,2.446992095,31.11000001,Sat
293,Clothing/Accessories,5,4.99,7.25,Sat
294,Music/Movie/Game,3,2.662603551,3.020000001,Thu
295,Collectibles,5,2.44830303,4.059999999,Fri
297,Music/Movie/Game,3,6.47,6.47,Fri
298,Collectibles,10,1.229090909,6.76,Wed
299,Collectibles,7,1.229802513,27.39999999,Sun
302,Music/Movie/Game,5,0.99,9.5,Mon
303,Automotive,7,1.22974359,191.84,Mon
304,Automotive,7,1.229712323,85.92000001,Mon
305,Automotive,7,9,52,Mon
306,Collectibles,3,2.5,2.5,Sun
307,Clothing/Accessories,7,1.23,22.14,Wed
308,Clothing/Accessories,5,1.229677419,19.05999999,Mon
309,Automotive,7,9.99,15.5,Fri
310,Automotive,10,1.229230769,7.989999999,Wed
311,Automotive,10,1.230357143,6.890000001,Tue
312,Automotive,10,1.229617304,7.389999997,Thu
313,Automotive,10,1.229230769,7.989999999,Sat
314,Automotive,10,1.23,8.61,Mon
315,Automotive,10,1.230359521,9.240000003,Fri
316,Collectibles,3,6.15,6.15,Thu
317,Home/Garden,7,0.01,112.5,Mon
318,Collectibles,7,6.14761905,25.82000001,Fri
319,Collectibles,7,6.145454545,6.76,Fri
320,Automotive,10,11.06772152,97.14999997,Tue
321,Collectibles,10,10.95387097,13.72,Thu
322,Collectibles,7,9.99,16.5,Sun
323,Collectibles,7,8.99,15.5,Sun
324,Collectibles,7,9.99,10.75,Sun
326,Music/Movie/Game,10,1.229583975,7.979999998,Tue
327,Home/Garden,3,50,50,Sun
328,Clothing/Accessories,10,2.447301705,16.59,Thu
329,Clothing/Accessories,10,2.44372,3.07,Thu
332,Collectibles,7,9.99,17.5,Sun
333,Collectibles,10,2.45,2.45,Sun
334,Collectibles,10,2.45,2.45,Sun
335,Collectibles,10,2.447441559,9.470000001,Mon
336,Collectibles,10,2.447232376,9.42,Mon
337,Collectibles,10,2.446558604,4.93,Mon
338,Collectibles,10,2.45,2.45,Mon
339,Collectibles,10,2.45,2.45,Mon
340,Collectibles,10,2.45,2.45,Mon
341,Collectibles,10,2.45,2.45,Mon
342,Automotive,5,5,26,Sat
344,Clothing/Accessories,5,1.229750779,110.53,Thu
345,Clothing/Accessories,10,1.229850746,41.19999999,Sun
346,Clothing/Accessories,5,1.229741379,142.65,Mon
347,Clothing/Accessories,5,1.229713293,141.54,Mon
348,Clothing/Accessories,7,1.229866667,46.12000001,Mon
349,Clothing/Accessories,7,1.22969697,40.58000001,Mon
350,Clothing/Accessories,7,1.229846154,39.97000001,Mon
351,Clothing/Accessories,7,1.229836066,37.51000001,Mon
352,Clothing/Accessories,7,1.229830508,36.27999999,Mon
353,Clothing/Accessories,7,1.229818182,33.82000001,Mon
354,Music/Movie/Game,10,8.61,8.61,Tue
355,Collectibles,3,9.99,9.99,Sun
356,Music/Movie/Game,7,8.90715,24.99,Thu
357,Music/Movie/Game,7,8.907522389,11.96,Thu
358,Music/Movie/Game,7,8.909999999,8.909999999,Thu
359,Music/Movie/Game,7,8.909999999,8.909999999,Thu
360,Music/Movie/Game,7,8.909999999,8.909999999,Thu
365,Music/Movie/Game,10,1.23,22.14,Tue
366,Music/Movie/Game,10,1.230022831,21.55,Tue
367,Music/Movie/Game,10,7.38,7.38,Tue
368,Music/Movie/Game,10,4.918163672,6.159999999,Tue
369,Collectibles,3,20,20,Sat
371,Clothing/Accessories,10,43.04222223,166.02,Tue
372,Home/Garden,7,1.766188748,9.829999999,Thu
373,Automotive,5,44.95,66.77,Sun
374,Automotive,5,44.95,61,Sun
375,Automotive,5,47.5,47.5,Sun
376,Automotive,5,47.5,47.5,Sun
377,Automotive,5,44.95,44.95,Sun
378,Automotive,5,44.95,44.95,Sun
379,Automotive,5,39.95,39.95,Sun
380,Automotive,5,39.95,39.95,Sun
381,Automotive,5,34.95,34.95,Sun
382,Music/Movie/Game,7,5,5,Sun
383,Home/Garden,10,8.5,41,Sun
384,Music/Movie/Game,3,2.45,2.45,Sat
385,Music/Movie/Game,7,6.5,27.17,Sat
386,Music/Movie/Game,7,6.5,22.67,Sat
387,Music/Movie/Game,7,6.5,13,Sat
388,Music/Movie/Game,7,6.5,11.67,Sat
389,Music/Movie/Game,7,6.5,9.99,Sat
390,Music/Movie/Game,7,9.5,9.5,Sat
391,Music/Movie/Game,7,9.5,9.5,Sat
392,Music/Movie/Game,7,9.5,9.5,Sat
393,Music/Movie/Game,7,9.5,9.5,Sat
394,Music/Movie/Game,7,9.5,9.5,Sat
395,Music/Movie/Game,7,6.5,7,Sat
396,Music/Movie/Game,7,6.5,6.5,Sat
397,Music/Movie/Game,7,6.5,6.5,Sat
398,Music/Movie/Game,7,6.5,6.5,Sat
399,Music/Movie/Game,7,6.5,6.5,Sat
400,Music/Movie/Game,7,6.5,6.5,Sat
401,Music/Movie/Game,7,6.5,6.5,Sat
402,Music/Movie/Game,7,6.5,6.5,Sat
403,Music/Movie/Game,7,6.5,6.5,Sat
404,Music/Movie/Game,7,6.5,6.5,Sat
405,Music/Movie/Game,7,6.5,6.5,Sat
406,Music/Movie/Game,7,6.5,6.5,Sat
407,Music/Movie/Game,7,6.5,6.5,Sat
408,Music/Movie/Game,7,6.5,6.5,Sat
409,Music/Movie/Game,7,6.5,6.5,Sat
410,Music/Movie/Game,7,6.5,6.5,Sat
411,Music/Movie/Game,7,6.5,6.5,Sat
412,Music/Movie/Game,7,6.5,6.5,Sat
413,Music/Movie/Game,7,6.5,6.5,Sat
414,Music/Movie/Game,7,6.5,6.5,Sat
415,Music/Movie/Game,7,6.5,6.5,Sat
416,Music/Movie/Game,7,6.5,6.5,Sat
417,Music/Movie/Game,7,6.5,6.5,Sat
418,Music/Movie/Game,7,6.5,6.5,Sat
419,Music/Movie/Game,7,6.5,6.5,Sat
420,Music/Movie/Game,7,6.5,6.5,Sat
421,Music/Movie/Game,7,6.5,6.5,Sat
422,Music/Movie/Game,7,6.5,6.5,Sat
423,Automotive,7,9.99,9.99,Sat
424,Collectibles,7,9.99,163,Sun
425,Collectibles,7,24.99,32.03,Mon
426,Collectibles,10,6.136180201,38.75999999,Fri
427,Automotive,5,39.5,39.5,Tue
428,Home/Garden,5,24.6,24.6,Tue
429,Home/Garden,5,11.07,23.37,Tue
430,Home/Garden,3,1.229579699,31.01000001,Sat
431,Home/Garden,3,2.446986971,15.1,Thu
432,Home/Garden,3,2.447187798,12.9,Sat
435,Collectibles,3,1,1,Sat
436,Music/Movie/Game,7,1.228,3.07,Sun
440,Automotive,3,0.99,0.99,Sat
441,Automotive,3,22,22,Sat
442,Automotive,5,29,29,Mon
444,Clothing/Accessories,3,18.99,18.99,Sun
445,Home/Garden,3,29.99,29.99,Sat
447,Music/Movie/Game,5,0.99,10.55,Mon
448,Music/Movie/Game,5,0.99,10.5,Mon
449,Music/Movie/Game,5,0.99,10,Mon
450,Music/Movie/Game,5,0.99,9.5,Mon
451,Music/Movie/Game,5,0.99,8,Mon
452,Music/Movie/Game,5,0.99,6.01,Mon
453,Music/Movie/Game,5,0.99,5.5,Mon
454,Music/Movie/Game,5,0.99,5.5,Mon
455,Music/Movie/Game,5,0.99,5.5,Mon
456,Music/Movie/Game,5,0.99,4.25,Mon
457,Music/Movie/Game,5,0.99,4.25,Mon
458,Music/Movie/Game,5,0.99,4,Mon
459,Music/Movie/Game,5,0.99,3.2,Mon
460,Music/Movie/Game,5,0.99,2.78,Mon
461,Home/Garden,5,0.99,2.2,Mon
462,Music/Movie/Game,5,0.99,0.99,Mon
463,Music/Movie/Game,5,0.99,0.99,Mon
464,Music/Movie/Game,5,0.99,0.99,Mon
465,Music/Movie/Game,5,0.99,0.99,Mon
466,Music/Movie/Game,5,0.99,0.99,Mon
467,Collectibles,10,4,6.05,Sat
469,Clothing/Accessories,10,9.83840504,23.44000001,Wed
470,Clothing/Accessories,10,9.84,22.14,Wed
471,Music/Movie/Game,7,1.23,1.23,Mon
472,Collectibles,5,219,219,Sat
477,Clothing/Accessories,5,1.23,1.23,Sat
479,Collectibles,10,2.45,2.45,Mon
480,Collectibles,10,2.45,2.45,Mon
481,Music/Movie/Game,5,1.230027548,17.86,Fri
482,Collectibles,3,1.230145867,7.589999999,Fri
483,Home/Garden,1,19.99,51,Fri
486,Automotive,5,19.99,19.99,Tue
487,Automotive,5,15.99,15.99,Tue
488,Automotive,5,9.99,9.99,Tue
489,Collectibles,3,9.99,87.67,Sat
490,Clothing/Accessories,7,2.99,15.5,Fri
492,Collectibles,7,9.99,285,Sun
493,Collectibles,7,9.99,75,Sun
494,Collectibles,7,9.99,33.5,Sun
495,Collectibles,7,9.99,33.25,Sun
496,Collectibles,7,9.99,26,Sun
497,Collectibles,7,9.99,21.61,Sun
498,Collectibles,7,9.99,10.5,Sun
499,Collectibles,7,9.99,9.99,Sun
500,Collectibles,7,6.75,27.78,Mon
510,Collectibles,7,199.99,199.99,Mon
512,Music/Movie/Game,7,1.425882353,3.03,Thu
513,Music/Movie/Game,7,1.252631579,1.7,Thu
514,Music/Movie/Game,7,1.25,1.25,Thu
515,Music/Movie/Game,7,1.25,1.25,Thu
516,Music/Movie/Game,7,1.25,1.25,Thu
517,Music/Movie/Game,7,1.25,1.25,Thu
518,Music/Movie/Game,7,1.07,1.07,Thu
519,Music/Movie/Game,7,1.07,1.07,Thu
520,Music/Movie/Game,10,1.23,1.23,Thu
521,Clothing/Accessories,3,9.99,86,Sun
522,Clothing/Accessories,10,12.23426065,24.53,Sat
524,Home/Garden,5,9.99,9.99,Mon
525,Clothing/Accessories,7,7.38,19.68,Tue
526,Clothing/Accessories,10,4.92,17.22,Fri
527,Automotive,10,100,100,Sun
528,Automotive,3,9.99,202.5,Sun
529,Collectibles,10,0.99,73.52,Sun
533,Collectibles,7,53.52,53.52,Thu
534,Music/Movie/Game,3,1.766504348,20.52,Thu
535,Music/Movie/Game,3,1.766914286,18.74,Thu
536,Music/Movie/Game,3,1.76715,17.85,Thu
537,Music/Movie/Game,3,1.76766756,6.659999999,Thu
538,Music/Movie/Game,3,1.7685,3.929999999,Thu
539,Music/Movie/Game,3,1.7685,3.929999999,Thu
540,Home/Garden,5,9.99,177.5,Mon
541,Automotive,7,24.99,24.99,Tue
542,Clothing/Accessories,7,11.07,23.37,Wed
543,Clothing/Accessories,7,6.135136757,18.43,Wed
544,Clothing/Accessories,7,6.135136757,18.43,Tue
545,Clothing/Accessories,7,6.135136757,18.43,Tue
546,Collectibles,10,1.229888816,37.60999999,Wed
547,Collectibles,10,1.22978529,26.92,Wed
548,Clothing/Accessories,10,1.229714286,21.52000001,Wed
549,Collectibles,7,1.229686342,49.78999999,Sun
554,Music/Movie/Game,5,14.99,14.99,Tue
555,Music/Movie/Game,5,7.99,26,Mon
556,Music/Movie/Game,5,7.99,7.99,Mon
557,Music/Movie/Game,5,7.99,7.99,Mon
558,Music/Movie/Game,5,7.99,7.99,Mon
559,Music/Movie/Game,5,5.99,5.99,Mon
561,Collectibles,7,9.99,9.99,Sun
562,Collectibles,7,29.99,29.99,Mon
563,Collectibles,5,9.99,9.99,Mon
564,Music/Movie/Game,7,1.229934924,17.01,Sun
565,Music/Movie/Game,7,1.230434783,5.660000002,Sun
566,Music/Movie/Game,7,1.230769231,5.600000001,Sun
567,Music/Movie/Game,5,1.23,4.92,Fri
568,Music/Movie/Game,5,1.228,3.07,Fri
569,Music/Movie/Game,5,1.23,1.23,Fri
570,Home/Garden,7,23.5,23.5,Sun
571,Collectibles,10,7.38,7.38,Fri
572,Collectibles,10,7.38,7.38,Fri
575,Home/Garden,10,6.025622492,30.62000001,Wed
576,Clothing/Accessories,7,11.07,11.07,Thu
577,Clothing/Accessories,5,1.229658428,44.27999999,Sun
578,Automotive,7,134,134,Tue
579,Automotive,7,128,128,Tue
580,Automotive,7,128,128,Tue
581,Automotive,7,117,117,Tue
582,Automotive,7,90,90,Tue
583,Automotive,7,89,89,Tue
584,Automotive,7,42,42,Tue
585,Automotive,7,35.99,35.99,Tue
586,Automotive,5,108,108,Sun
587,Automotive,5,89.95,89.95,Sun
588,Automotive,5,85,85,Sun
589,Automotive,5,83.95,83.95,Sun
590,Automotive,5,65.95,65.95,Sun
591,Automotive,5,30.95,30.95,Sun
592,Automotive,7,132,135,Mon
593,Automotive,7,76.5,76.5,Mon
594,Automotive,7,18.99,18.99,Mon
595,Clothing/Accessories,10,12.24,12.24,Wed
596,Clothing/Accessories,10,12.24,12.24,Wed
597,Clothing/Accessories,10,12.24,12.24,Wed
598,Clothing/Accessories,10,11.01,11.01,Wed
599,Clothing/Accessories,10,6.085685618,18.38,Tue
600,Clothing/Accessories,10,6.085685618,18.38,Tue
601,Clothing/Accessories,10,6.085685618,18.38,Tue
602,Clothing/Accessories,10,12.24,12.24,Tue
603,Clothing/Accessories,10,6.086174495,27.47999999,Thu
604,Clothing/Accessories,10,12.24,12.24,Thu
605,Clothing/Accessories,10,12.24,12.24,Thu
606,Clothing/Accessories,10,12.24,12.24,Thu
607,Clothing/Accessories,10,12.24,12.24,Thu
608,Clothing/Accessories,10,12.24,12.24,Thu
609,Clothing/Accessories,10,12.24,12.24,Sun
610,Clothing/Accessories,10,9.779999998,9.779999998,Sun
611,Collectibles,7,4.99,4.99,Sat
612,Collectibles,3,0.25,4.75,Sat
615,Automotive,7,14.26,14.26,Thu
616,Automotive,7,14.26,14.26,Thu
617,Automotive,7,8.909999999,8.909999999,Thu
618,Home/Garden,7,3.07,3.07,Fri
619,Home/Garden,10,2.447075821,49.78999999,Sun
620,Home/Garden,10,2.447115716,28.47999999,Sun
621,Home/Garden,10,2.446976255,40.91,Mon
622,Home/Garden,10,2.447042003,27.52000001,Mon
623,Home/Garden,10,2.4477,22.14,Mon
624,Home/Garden,10,2.447013792,17.82999999,Mon
625,Home/Garden,5,3.99,10.5,Mon
626,Home/Garden,10,2.446243903,10.08,Mon
629,Music/Movie/Game,7,1.23,1.23,Mon
630,Collectibles,7,9.99,26,Sun
631,Collectibles,10,2.447627031,23.48000001,Wed
632,Collectibles,10,2.4477,3.69,Wed
633,Collectibles,10,2.447523778,37.49999999,Tue
634,Collectibles,10,2.447503525,8.719999997,Tue
635,Collectibles,10,2.446327587,7.130000001,Tue
636,Collectibles,10,2.445488889,5.530000001,Tue
637,Collectibles,10,2.4477,3.69,Tue
638,Collectibles,10,2.45,2.45,Thu
639,Collectibles,10,2.446752382,12.91000001,Mon
640,Collectibles,10,2.446752382,12.91000001,Mon
641,Collectibles,10,2.446652631,11.68,Mon
642,Collectibles,10,2.4477,9.84,Mon
643,Collectibles,10,2.446373333,9.219999998,Mon
644,Collectibles,10,2.446373333,9.219999998,Mon
645,Collectibles,10,2.447963576,7.429999998,Mon
646,Collectibles,10,2.4477,6.15,Mon
647,Collectibles,10,2.4477,6.15,Mon
648,Collectibles,10,2.4477,6.15,Mon
649,Collectibles,10,2.449735973,3.729999999,Mon
650,Collectibles,10,2.44372,3.07,Mon
651,Collectibles,10,2.445542169,3.060000001,Mon
652,Collectibles,10,2.45,2.45,Mon
653,Collectibles,10,2.45,2.45,Mon
654,Collectibles,10,2.446652631,11.68,Fri
655,Collectibles,10,2.448320952,8.280000002,Fri
668,Clothing/Accessories,7,1.22971831,87.31000001,Thu
670,Home/Garden,10,9.95,60,Mon
671,Music/Movie/Game,10,6.140000001,6.140000001,Wed
672,Music/Movie/Game,10,4.903266667,5.530000001,Wed
673,Music/Movie/Game,10,7.369999998,7.369999998,Mon
674,Music/Movie/Game,10,6.140000001,6.140000001,Mon
675,Home/Garden,10,1.22971831,87.31000001,Wed
676,Home/Garden,10,1.229836066,37.51000001,Wed
677,Home/Garden,10,1.229787234,34.68,Wed
678,Home/Garden,10,1.229787234,34.68,Wed
679,Home/Garden,10,1.22972973,33.67000001,Fri
680,Music/Movie/Game,10,1.23,1.23,Sun
681,Music/Movie/Game,10,1.23,1.23,Sun
682,Music/Movie/Game,5,9.95,36,Mon
683,Music/Movie/Game,5,9.95,32.51,Mon
684,Music/Movie/Game,5,9.95,20.5,Mon
685,Music/Movie/Game,5,9.95,19.59,Mon
686,Music/Movie/Game,5,9.95,18.86,Mon
687,Music/Movie/Game,5,9.95,18.25,Mon
688,Music/Movie/Game,5,9.95,13.95,Mon
689,Music/Movie/Game,5,9.95,10.45,Mon
690,Clothing/Accessories,7,12.28385192,24.57999999,Wed
691,Clothing/Accessories,7,1.230113636,4.329999999,Wed
694,Collectibles,1,24.99,24.99,Fri
